SACN2021	(3)	ASSESS & DIAG SACN	702959	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
SACN4000	(3)	GRP SKILLS SA CNSLG	702960	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
SAID2063	(3)	DES SCI III	702683	WEST	LB	F      	10:45a - 12:15p	CI	Bhiwapurkar, P.	WEST	LE	MW     	10:45a - 12:15p	CI	05/09/2016 - 08/06/2016
SAID2063	(3)	DES SCI III	702684	WEST	LB	F      	10:45a - 12:15p	CI	Bhiwapurkar, P.	WEST	LE	MW     	10:45a - 12:15p	CI	05/09/2016 - 08/06/2016
SAID2063	(3)	DES SCI III	702685	WEST	LB	F      	10:45a - 12:15p	CI	Bhiwapurkar, P.	WEST	LE	MW     	10:45a - 12:15p	CI	05/09/2016 - 08/06/2016
SAID2063	(3)	DES SCI III	702686	WEST	LB	F      	10:45a - 12:15p	CI	Bhiwapurkar, P.	WEST	LE	MW     	10:45a - 12:15p	CI	05/09/2016 - 08/06/2016
SAID2063	(3)	DES SCI III	702687	WEST	LB	F      	10:45a - 12:15p	CI	Bhiwapurkar, P.	WEST	LE	MW     	10:45a - 12:15p	CI	05/09/2016 - 08/06/2016
SAID2063	(3)	DES SCI III	702688	WEST	LB	F      	10:45a - 12:15p	CI	Bhiwapurkar, P.	WEST	LE	MW     	10:45a - 12:15p	CI	05/09/2016 - 08/06/2016
SAID2063	(3)	DES SCI III	703152	WEST	LB	F      	10:45a - 12:15p	CI	Bhiwapurkar, P.	WEST	LE	MW     	10:45a - 12:15p	CI	05/09/2016 - 08/06/2016
SMGT1001	(3)	INTRO SPORT ADMIN	702887	WEST	LE	M      	6:00p - 9:00p	CI	Thoman, K.	05/09/2016 - 08/06/2016
SMGT1090	(1)	SPRT ADMN EXP I	702884	PR	TBA	IN	Staff	05/09/2016 - 08/06/2016
SMGT2090	(1)	SPRT ADMN  EXP II	701514	N	PR	TBA	IN	Staff	05/09/2016 - 08/06/2016
SMGT3010	(3)	SPORT MANAGEMENT	702799	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
SMGT3090	(1)	SPRT ADMN EXP III	701515	N	PR	TBA	IN	Staff	05/09/2016 - 08/06/2016
SMGT3090	(1)	SPRT ADMN EXP III	701516	N	PR	TBA	IN	Staff	05/09/2016 - 08/06/2016
SMGT4090	(1-15)	SPORT ADMIN INTERN	701518	N	PR	TBA	IN	Brinkmeyer, R.	05/09/2016 - 08/06/2016
SOC1001	(3)	INTRO SOCIOLOGY	702886	CLER	LE	TR     	9:30a - 10:50a	CI	Staff	05/09/2016 - 08/06/2016
SOC2021	(3)	SOCIOLOGY OF GENDER	701849	LE	TBA	WB	Murawsky, S.	05/09/2016 - 08/06/2016
SOC2089	(3)	GLOBAL COMMUN	701122	OT	TBA	WB	Ritchey, L.	05/09/2016 - 08/06/2016
SOC2089	(3)	GLOBAL COMMUN	701123	OT	TBA	WB	Ritchey, L.	05/09/2016 - 08/06/2016
SOC3045	(3)	URBAN SOCIETY	701855	LE	TBA	WB	Staff	05/09/2016 - 08/06/2016
SPAN3082	(3)	LATIN AMER TODAY	STUDY IN GUATEMALA	701919	I 	OT	TBA	IN	Rodriguez, N.	05/09/2016 - 08/06/2016
SPAN3083	(3)	SPAIN TODAY	STUDY ABROAD MADRID	701920	I	OT	TBA	IN	Gutierrez, C.	STUDY ABROAD MADRID	05/09/2016 - 08/06/2016
SPAN3083	(3)	SPAIN TODAY	701921	I	OT	TBA	IN	Bryant, C.	05/09/2016 - 08/06/2016
SPAN5001	(1)	SPAN CAPSTONE	702553	IS	TBA	IN	Bryant, C.	May 09 - Aug 06	05/09/2016 - 08/06/2016
SPAN5011	(1-15)	INDEP STUDY SPANISH	701932	IS	TBA	IN	Bryant, C.	05/09/2016 - 08/06/2016
SPAN8010	(4G)	INDEPENDENT STUDY	701941	IS	TBA	IN	Gott, M.	05/09/2016 - 08/06/2016
SPAN8090	(1-12G)	GRADUATE RESEARCH	701935	IS	TBA	IN	Gott, M.	05/09/2016 - 08/06/2016
SPAN9090	(1-12G)	DOC DISS RESEARCH	701944	IS	TBA	IN	Gott, M.	05/09/2016 - 08/06/2016
SPED1001	(3)	INDIV W/EXCEPTIONAL	702371	LE	TBA	WB	Bryan, K.	05/09/2016 - 08/06/2016
SPED7001	(3G)	OVERVIEW SPED LAW	703198	LE	TBA	WB	Haydon, T.	05/09/2016 - 08/06/2016
SPED7090	(1-6G)	INDIV STUDY SPED	701322	LE	TBA	IN	Hord, C.	05/09/2016 - 08/06/2016
SPED9001	(1-6G)	DOC IND STUDY SPED	702541	IS	TBA	IN	Hord, C.	05/09/2016 - 08/06/2016
SPED9001	(1-6G)	DOC IND STUDY SPED	703022	IS	TBA	IN	Hord, C.	05/09/2016 - 08/06/2016
SPED9020	(1-6G)	MENTOR RESEARCH I	703007	LE	TBA	IN	Carnahan, C.	05/09/2016 - 08/06/2016
SPED9020	(1-6G)	MENTOR RESEARCH I	703008	LE	TBA	IN	Bauer, A.	05/09/2016 - 08/06/2016
SPED9030	(1-12G)	DISSERTATION: SPED	703009	LE	TBA	IN	Bauer, A.	05/09/2016 - 08/06/2016
SPSY7041	(3G)	ETHICS	700245	IS	TBA	WB	Hawkins, J.	05/09/2016 - 08/06/2016
SPSY7042	(3G)	CULTURAL DIVERSITY	700246	IS	TBA	WB	Hawkins, J.	05/09/2016 - 08/06/2016
SPSY7043	(3G)	CHILD DEVELOPMENT	700247	IS	TBA	WB	McKissick, M.	05/09/2016 - 08/06/2016
SPSY7045	(3G)	DISAB/DISOR CHDHD	700248	IS	TBA	WB	Hawkins, R.	05/09/2016 - 08/06/2016
SPSY8010	(3G)	ABA I	700249	IS	TBA	WB	McCoy, D.	05/09/2016 - 08/06/2016
SPSY8011	(3G)	ABA II	700250	IS	TBA	WB	Hawkins, J.	05/09/2016 - 08/06/2016
SPSY8012	(3G)	BEHAV RES METHODS	700251	IS	TBA	WB	McCoy, D.	05/09/2016 - 08/06/2016
SPSY8015	(3G)	FUNC BEH ASSESSMENT	700252	IS	TBA	WB	McCoy, D.	05/09/2016 - 08/06/2016
SPSY8024	(3G)	ACAD ASSESS/INTERV	700253	IS	TBA	WB	Hawkins, R.	05/09/2016 - 08/06/2016
SPSY8025	(3G)	FAMILY/EARLY INTERV	700254	IS	TBA	WB	McCoy, D.	05/09/2016 - 08/06/2016
ST1030C	(4)	SURG PRAC	702030	CLER	LB	T      	9:00a - 10:50a	CI	Blevins, D.	CLER	LE	T      	11:00a - 12:50p	CI	OC  	CL	WR     	7:00a - 12:00p	CI	05/09/2016 - 08/06/2016
ST1030C	(4)	SURG PRAC	702033	CLER	LB	T      	1:00p - 2:50p	CI	Blevins, D.	CLER	LE	T      	11:00a - 12:50p	CI	OC  	CL	WR     	7:00a - 12:00p	CI	05/09/2016 - 08/06/2016
ST3030	(3)	SA SPEC LECT SERIES	702035	OT	TBA	WB	Welch, B.	05/09/2016 - 08/06/2016
ST3031	(3)	SA CLIN I	702037	CL	TBA	CI	Welch, B.	05/09/2016 - 08/06/2016
STAT1031	(3)	INTRO STAT	700279	WEST	LE	TR     	9:45a - 11:15a	CI	Staff	05/09/2016 - 08/06/2016
STAT1031	(3)	INTRO STAT	700280	SP	TBA	WB	Staff	05/09/2016 - 08/06/2016
STAT2037	(3)	PROB & STATS I	700283	WEST	LE	MWF    	11:45a - 12:45p	CI	Staff	05/09/2016 - 08/06/2016
STAT2037	(3)	PROB & STATS I	700284	WEST	LE	MW     	6:00p - 7:30p	CI	Staff	05/09/2016 - 08/06/2016
STAT2037	(3)	PROB & STATS I	703272	OT	TBA	WB	Staff	05/09/2016 - 08/06/2016
STAT8026	(1G)	PRACTI IN APP ST	701023	N	PR	TBA	SL	French, D.	05/09/2016 - 08/06/2016
STAT9091	(1-12G)	THESIS RESEARCH	701024	R	IS	TBA	IN	French, D.	05/09/2016 - 08/06/2016
STAT9093	(1-12G)	RESEARCH	701025	R	IS	TBA	IN	French, D.	05/09/2016 - 08/06/2016
STAT9095	(1-12G)	READINGS	701026	SP	TBA	IN	French, D.	05/09/2016 - 08/06/2016
SW7077	(3G)	MSW FND FLD III P/T	702858	PR	TBA	IN	Zimmer, L.	05/09/2016 - 08/06/2016
SW7087	(1G)	MSW FND SEM III P/T	702859	WEST	SE	T      	5:15p - 7:15p	CI	Staff	05/09/2016 - 08/06/2016
THRY6020	(1-3*)	INDEPENDENT STUDY	700305	LE	TBA	CI	McClung, B.	05/09/2016 - 08/06/2016
THRY7099	(1G)	MASTER'S CANDIDACY	700306	LE	TBA	CI	Finney, T.	05/09/2016 - 08/06/2016
THRY9090	(1-12G)	DISSERTATION	700307	LE	TBA	CI	Finney, T.	05/09/2016 - 08/06/2016
TRB6000	(4*)	TROMBONE SUMMER	702961	LE	TBA	CI	Siebert, A.	05/09/2016 - 08/06/2016
VC6000	(4*)	VIOLONCELLO SUMMER	702554	LE	TBA	CI	Fiser, L.	05/09/2016 - 08/06/2016
VOIC4030	(1-2)	UG VCL COACHING	703061	LE	TBA	CI	Loewy, D.	05/09/2016 - 08/06/2016
VOIC6000	(4*)	VOICE MAJOR SUMMER	703064	LE	TBA	CI	Stucky, M.	05/09/2016 - 08/06/2016
VOIC6060	(1-3*)	IND STUDY	701004	LE	TBA	CI	Bunte, J.	05/09/2016 - 08/06/2016
VOIC7099	(1G)	MM CANDIDACY	701005	LE	TBA	CI	Finney, T.	05/09/2016 - 08/06/2016
VOIC9080	(2G)	DOCTORAL RECITAL	701006	LE	TBA	CI	Bunte, J.	05/09/2016 - 08/06/2016
VOIC9090	(1-12G)	DMA DOCUMENT	701007	LE	TBA	CI	Finney, T.	
AFST1027	(3)	INTRO MODERN AFRICA	701335	LE	TBA	WB	Kalubi, J.	05/31/2016 - 07/03/2016
AFST2083	(3)	AFR AM LIT I	701339	WEST	LE	MWF    	11:00a - 1:40p	CI	Johnson, B.	05/31/2016 - 07/03/2016
ANTH4039	(3-6)	FIELD RESRCH MW	700372	WEST	FE	MWF    	8:00a - 2:00p	CI	Tankersley, K.	05/31/2016 - 07/03/2016
ANTH8039	(6-12G)	ADV FIELD ARCH MW	700373	WEST	FE	MWF    	8:00a - 2:00p	CI	Tankersley, K.	05/31/2016 - 07/03/2016
BIOL1021	(3)	INTRO BIOLOGY I	701578	WEST	LE	TR     	8:00a - 12:00p	CI	Conover, D.	05/31/2016 - 07/03/2016
BIOL1021	(3)	INTRO BIOLOGY I	701579	LE	TBA	WB	Conover, D.	05/31/2016 - 07/03/2016
BIOL3011C	(4)	ENVIRON FIELD TECH	701598	OC  	LL	MWF    	9:00a - 2:30p	CI	Staff	05/31/2016 - 07/03/2016
BIOL3012C	(4)	ORNITHOLOGY	701792	OC  	LL	TR     	8:00a - 3:30p	CI	Canterbury, R.	05/31/2016 - 07/03/2016
BIOL8051	(1-4G)	GRAD TOPICS BIOL	ENVIRON FIELD TECH	701787	OC  	LL	MWF    	9:00a - 2:30p	CI	Culley, T.	05/31/2016 - 07/03/2016
BIOL8052	(1-4G)	GRAD TOPICS BIOL	ORNITHOLOGY	701794	OC  	LL	TR     	8:00a - 3:30p	CI	Canterbury, R.	05/31/2016 - 07/03/2016
CHEM1040	(4)	GEN CHEM I	701809	WEST	LE	MTWRF  	8:00a - 9:40a	CI	Breiner, J.	WEST	RE	TR     	10:00a - 11:30a	CI	05/31/2016 - 07/03/2016
CHEM1040L	(1)	GEN CHEM LAB I	701810	WEST	LB	MWF    	10:00a - 12:50p	CI	Padolik, P.	05/31/2016 - 07/03/2016
CHEM2030	(4)	SURVEY BIOCHEM I	701808	WEST	LE	MTWRF  	8:00a - 9:40a	CI	Bell-Horwath, T.	WEST	RE	TR     	10:00a - 11:30a	CI	05/31/2016 - 07/03/2016
CHEM2040	(4)	ORGANIC CHEMISTRY I	701806	WEST	LE	MTWRF  	8:00a - 9:40a	CI	Pinhas, A.	WEST	RE	TR     	10:00a - 11:30a	CI	05/31/2016 - 07/03/2016
CHEM2040L	(1)	ORGANIC CHEM LAB I	701807	WEST	LB	MWF    	10:00a - 12:50p	CI	Lieberman, D.	05/31/2016 - 07/03/2016
CI6062	(3*)	GIFTED: ASSESSMENT	702947	LE	TBA	WB	Toadvine, T.	05/31/2016 - 07/03/2016
CI6063	(3*)	GIFTED: COLLABORATE	702948	LE	TBA	WB	Toadvine, T.	05/31/2016 - 07/03/2016
CJ3027	(3)	DRUGS & CRIME	700404	WEST	LE	MWF    	11:00a - 1:40p	CI	Hochstetler, S.	05/31/2016 - 07/03/2016
CJ3043	(3)	COMM CORRECTIONS	700402	WEST	LE	TR     	8:00a - 12:00p	CI	Bourke, S.	05/31/2016 - 07/03/2016
CJ3072	(3)	WHITE-COLLAR CRIME	700405	IS	TBA	WB	Benson, M.	05/31/2016 - 07/03/2016
CLAS1021	(3)	MYTHOLOGY	702739	LE	TBA	WB	Kramer, J.	05/31/2016 - 07/03/2016
COMM1071	(3)	INTRO PUBLIC SPEECH	701214	WEST	LE	TR     	8:00a - 12:00p	CI	Newman, L.	05/31/2016 - 07/03/2016
COMM2043	(3)	PR WRITING	701215	LE	TBA	WB	Gee, A.	05/31/2016 - 07/03/2016
COMM2081	(3)	BUSINESS COMM	701216	WEST	LE	TR     	8:00a - 12:00p	CI	Schulte, N.	05/31/2016 - 07/03/2016
COMM2081	(3)	BUSINESS COMM	701217	WEST	LE	MWF    	8:00a - 10:40a	CI	Shmalo, M.	05/31/2016 - 07/03/2016
COMM4029	(3)	MEDIA & TECHNOLOGY	701218	LE	TBA	WB	Jenkins, E.	05/31/2016 - 07/03/2016
COMM4043	(3)	THEO INTERPERS COMM	701219	LE	TBA	WB	Rack, J.	05/31/2016 - 07/03/2016
DNCE1022	(3)	MODERN DANCE ONLINE	703239	LE	TBA	WB	Wissel, K.	05/31/2016 - 07/03/2016
EDST1002	(3)	EDUC PSYCHOLOGY	701735	WEST	LE	MWF    	11:00a - 1:40p	CI	Jette, K.	05/31/2016 - 07/03/2016
EDST2001	(3)	HUMAN DEV ECE/MDL	701736	WEST	LE	TR     	1:00p - 5:00p	CI	Kelley, L.	05/31/2016 - 07/03/2016
EDST2002	(3)	HUMAN DEV ADOL ADLT	701737	WEST	LE	MWF    	2:00p - 4:40p	CI	Staff	05/31/2016 - 07/03/2016
EDST7000	(3G)	INTRO RESEARCH METH	703049	R	WEST	LE	MWF    	1:00p - 3:40p	CI	Stevens, D.	05/31/2016 - 07/03/2016
EMED1015	(3)	INTEGRATED MEDIA 1	700953	LE	TBA	WB	Hebbeler, J.	05/31/2016 - 07/03/2016
EMED1016	(3)	IMP2 FOR NON MAJORS	700954	WEST	LE	MWF    	11:00a - 1:40p	CI	Tirumala, L.	05/31/2016 - 07/03/2016
EMED1075	(3)	MOVIES:20THCENTURY	700955	LE	TBA	WB	Irvine, M.	05/31/2016 - 07/03/2016
EMED2002	(3)	DIGITAL VIDEO NM	700956	WEST	LE	MWF    	2:00p - 4:40p	CI	Tirumala, L.	05/31/2016 - 07/03/2016
EMED3001	(3)	SINGLE CAMERA PROD	700957	WEST	LE	MWF    	11:00a - 1:40p	CI	Burke, K.	05/31/2016 - 07/03/2016
EMED3002	(3)	POST PRODUCTION	700958	WEST	LE	MWF    	2:00p - 4:40p	CI	Burke, K.	05/31/2016 - 07/03/2016
ENGL1001	(3)	ENGLISH COMP	701914	LE	TBA	WB	Pernicano, K.	05/31/2016 - 07/03/2016
ENGL1001	(3)	ENGLISH COMP	702207	LE	TBA	WB	Pazdirek, O.	05/31/2016 - 07/03/2016
ENGL1001	(3)	ENGLISH COMP	703016	UCBA	LE	MWF    	8:00a - 10:40a	CI	Chege, M.	05/31/2016 - 07/03/2016
ENGL1051	(3)	INTRO FILM STUDIES	702209	LE	TBA	WB	Kaur, V.	05/31/2016 - 07/03/2016
ENGL2001	(3)	TOPICS IN LIT	702210	LE	TBA	WB	Rothhaas, A.	05/31/2016 - 07/03/2016
ENGL2008	(3)	AMER LIT SURVEY II	700327	LE	TBA	WB	Murdock, R.	05/31/2016 - 07/03/2016
ENGL2008	(3)	AMER LIT SURVEY II	702966	LE	TBA	WB	Abdel-Hamid, N.	05/31/2016 - 07/03/2016
ENGL2010	(3)	INTRO CRE WRTG MULT	702216	LE	TBA	WB	Hurt, R.	05/31/2016 - 07/03/2016
ENGL2011	(3)	INTRO CREA WRIT FIC	702218	LE	TBA	WB	Kosinec, B.	05/31/2016 - 07/03/2016
ENGL2083	(3)	AFR AM LIT I	701481	WEST	LE	MWF    	11:00a - 1:40p	CI	Johnson, B.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	700326	UCBA	LE	MWF    	11:00a - 1:40p	CI	Burkey, A.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	700328	LE	TBA	WB	Murdock, R.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	702302	LE	TBA	WB	Skaja, E.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	702303	LE	TBA	WB	Koets, J.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	702304	LE	TBA	WB	Geddes, L.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	702305	LE	TBA	WB	Kurz, L.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	702306	LE	TBA	WB	Vander Vorste, S.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	702307	LE	TBA	WB	Paul, D.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	702308	LE	TBA	WB	Skinner, W.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	702309	LE	TBA	WB	Sulzman, D.	05/31/2016 - 07/03/2016
ENGL2089	(3)	INTERMEDIATE COMP	702881	WEST	LE	MWF    	8:00a - 10:40a	CI	Williams, H.	05/31/2016 - 07/03/2016
ENGL4091	(3)	BUSINESS WRITING	702310	LE	TBA	WB	Bales, A.	05/31/2016 - 07/03/2016
ENGL4091	(3)	BUSINESS WRITING	702311	LE	TBA	WB	Lavecchia, C.	05/31/2016 - 07/03/2016
ENGL4092	(3)	TECH/SCI WRITING	702316	LE	TBA	WB	Morris, J.	05/31/2016 - 07/03/2016
ENGL4092	(3)	TECH/SCI WRITING	702963	LE	TBA	WB	Cook, T.	05/31/2016 - 07/03/2016
ENGL4092	(3)	TECH/SCI WRITING	702964	LE	TBA	WB	Cook, T.	05/31/2016 - 07/03/2016
EVST6071C	(3*)	INTRO GIS	702206	LE	TBA	WB	Schleith, D.	05/31/2016 - 07/03/2016
FAM2005	(3)	MUSIC APP ONLINE	701044	LE	TBA	WB	Pratt, H.	05/31/2016 - 07/03/2016
FAM2006	(3)	AMERICAN MUSIC	701046	LE	TBA	WB	Pratt, H.	05/31/2016 - 07/03/2016
FAM2007	(3)	WORLD MUSIC	701047	LE	TBA	WB	Pratt, H.	05/31/2016 - 07/03/2016
FAM2014	(3)	JAMMIN WITH LAPTOPS	702360	WEST	LE	MWF    	10:00a - 12:40p	CI	McDonnell, D.	05/31/2016 - 07/03/2016
FAM2016	(3)	EXPERIMENTAL ROCK	702361	WEST	LE	MWF    	1:30p - 4:10p	CI	McDonnell, D.	05/31/2016 - 07/03/2016
FAM2023	(3)	JAM LAPTOP ONLINE	701041	LE	TBA	WB	Shiota, K.	05/31/2016 - 07/03/2016
FAM2050	(3)	JAPANESE POP MUSIC	701040	LE	TBA	WB	Shiota, K.	05/31/2016 - 07/03/2016
FAM3031	(3)	HIST. ROCK & ROLL I	702712	LE	TBA	WB	Adams, C.	05/31/2016 - 07/03/2016
FREN2015	(3)	FREN COMP & CONV I	701404	OT	TBA	WB	Lorenz, K.	05/31/2016 - 07/03/2016
GEOG1001	(3)	INTRO PHYS GEOG	700943	LE	TBA	WB	Wang, S.	05/31/2016 - 07/03/2016
GEOG1040	(3)	EARTH FROM SPACE	700984	LE	TBA	WB	Yang, B.	05/31/2016 - 07/03/2016
GEOG1043	(3)	ENDANGERED EARTH	700971	LE	TBA	WB	Jacobs, T.	05/31/2016 - 07/03/2016
GEOG6071C	(3*)	INTRO GIS	700972	LE	TBA	WB	Schleith, D.	05/31/2016 - 07/03/2016
GEOL1009	(3)	NATURAL HAZARDS	701965	WEST	LE	TR     	8:45a - 12:45p	CI	Smilek, K.	05/31/2016 - 07/03/2016
GRMN1001	(5)	BASIC GERMAN 1	702828	WEST	LE	MTWRF  	11:00a - 1:30p	CI	Staff	OT	TBA	WB	05/31/2016 - 07/03/2016
GRMN2061	(1-10)	MUNICH STUDY ABROAD	702757	OT	TBA	IN	Rademann, E.	05/31/2016 - 07/03/2016
GRMN5003	(3)	GERM ICP CAPSTONE	702763	IS	TBA	IN	Kelley, J.	05/31/2016 - 07/03/2016
GRMN5004	(1-6)	IND PROJECT	702768	IS	TBA	IN	Kelley, J.	05/31/2016 - 07/03/2016
GRMN7001	(3G)	BASIC GRMN 1 GRAD	702844	WEST	LE	MTWRF  	11:00a - 1:30p	CI	Staff	05/31/2016 - 07/03/2016
HIST1002	(3)	US HIST II	702204	WEST	LE	MWF    	10:30a - 1:10p	CI	de los Reyes, V.	05/31/2016 - 07/03/2016
HIST1003	(3)	WLD HIST I	701862	LE	TBA	WB	Mincey, M.	05/31/2016 - 07/03/2016
JAPN1001	(5)	BASIC JAPANESE 1	702851	WEST	LE	MTWRF  	11:00a - 1:30p	CI	Nishida, Y.	OT	TBA	WB	05/31/2016 - 07/03/2016
LSLS7001	(1G)	PHONICS WORD STUDY	701281	LE	TBA	WB	Miller, A.	05/31/2016 - 07/03/2016
LSLS7005	(3G)	PHONICS ECE	701293	LE	TBA	WB	Brenner, S.	05/31/2016 - 07/03/2016
LSLS7026	(3G)	LTCY INSTR PREK-12	701298	LE	TBA	WB	Williams, C.	05/31/2016 - 07/03/2016
LSLS7054	(3G)	LTCY LING CULT TOOL	701301	LE	TBA	WB	Johnson, H.	05/31/2016 - 07/03/2016
LSLS7068	(3G)	SOC-LING  BILING ED	701306	LE	TBA	WB	Faller, S.	05/31/2016 - 07/03/2016
LSLS8040	(3G)	RESEARCH READ WRITE	701310	SE	TBA	WB	Williams, C.	05/31/2016 - 07/03/2016
MATH1044	(3)	APPLIED CALC I	700261	WEST	LE	MTWRF  	9:00a - 10:40a	CI	Staff	05/31/2016 - 07/03/2016
MLTI1023	(3)	SUCCESS SEMINAR	702651	WEST	SE	MTWRF  	9:15a - 11:15a	CI	Sturm, J.	05/31/2016 - 07/03/2016
OLHR2051	(3)	ORG BEH FOR LEADERS	702846	WEST	IS	TR     	1:00p - 5:00p	CI	Bologna, D.	05/31/2016 - 07/03/2016
PHIL1002	(3)	INTRO PHIL MIND	702446	WEST	LE	MWF    	11:00a - 1:40p	CI	Staff	05/31/2016 - 07/03/2016
PHIL1011	(3)	INTRO TO LOGIC	702211	WEST	LE	MWF    	2:00p - 4:40p	CI	Parker, C.	05/31/2016 - 07/03/2016
POL1010	(3)	INTRO AM POLITICS	702857	OT	TBA	WB	Hong, J.	05/31/2016 - 07/03/2016
POL1080	(3)	INTRO INTRNL RLTNS	702929	OT	TBA	WB	Mhajne, A.	05/31/2016 - 07/03/2016
POL2015	(3)	WOMEN AND POLITICS	702856	OT	TBA	WB	Dye, J.	05/31/2016 - 07/03/2016
POL2071	(3)	POL MIDDLE EAST	702860	OT	TBA	WB	Ahmadoghlu, R.	05/31/2016 - 07/03/2016
PSYC2042	(3)	INTERPERSONAL RELS	702644	WEST	LE	MWF    	2:00p - 4:20p	CI	Zhen-Duan, J.	05/31/2016 - 07/03/2016
SACN1000	(3)	INTR SUB ABUSE CNSL	702951	LE	TBA	WB	Staff	05/31/2016 - 07/03/2016
SACN2009	(3)	ALCOHOLISM	702952	LE	TBA	WB	Staff	05/31/2016 - 07/03/2016
SACN2050	(3)	DRUGS & CHILDREN	702955	LE	TBA	WB	Staff	05/31/2016 - 07/03/2016
SMGT2030	(3)	ECONOMICS OF SPORT	703034	LE	TBA	WB	Staff	05/31/2016 - 07/03/2016
SOC1001	(3)	INTRO SOCIOLOGY	701847	LE	TBA	WB	Kreider, G.	05/31/2016 - 07/03/2016
SOC1001	(3)	INTRO SOCIOLOGY	702972	WEST	LE	MWF    	8:00a - 10:40a	CI	Webb, C.	05/31/2016 - 07/03/2016
SOC2028	(3)	WOMEN, CULT & SOC	701850	WEST	LE	TR     	6:00p - 8:00p	CI	Staff	05/31/2016 - 07/03/2016
SOC2043	(3)	CONTEM SOC PROBLEMS	701851	WEST	LE	MWF    	8:00a - 10:40a	CI	Allen, S.	05/31/2016 - 07/03/2016
SPAN2015	(3)	SP COMP AND CONV I	701918	OT	TBA	WB	Perez-Simon, A.	05/31/2016 - 07/03/2016
SPAN4001	(3)	ADV GRAM	701923	OT	TBA	WB	Lopez-Ortega, N.	05/31/2016 - 07/03/2016
SPED1001	(3)	INDIV W/EXCEPTIONAL	701108	UCBA	LE	MWF    	11:00a - 1:40p	CI	Harte, H.	05/31/2016 - 07/03/2016
THRY8011	(3G)	SET THEORY 1	700299	WEST	LE	TR     	11:00a - 1:30p	CI	Cahn, S.	
AFST2063	(3)	AFRICAN FICTION	701338	LE	TBA	WB	Kalubi, J.	07/05/2016 - 08/06/2016
ANTH1003	(3)	BIOLOGICAL ANTHRO	703015	LE	TBA	WB	Koster, J.	07/05/2016 - 08/06/2016
ANTH2068	(3)	RELIGION IN CULTURE	700374	LE	TBA	WB	Strauss, A.	07/05/2016 - 08/06/2016
ARTH3001	(3)	PARIS STUDY ABROAD	703264	OT	TBA	IN	Cordes, L.	07/05/2016 - 08/06/2016
BIOL3090	(3)	INTERD. FIELD EXP.	701799	OC  	LE	MWF    	9:00a - 1:00p	CI	Lentz, D.	07/05/2016 - 08/06/2016
BIOL7090	(3G)	INTERD. FIELD EXP.	701811	OC  	LE	MWF    	9:00a - 1:00p	CI	Lentz, D.	07/05/2016 - 08/06/2016
BIOL8050	(1-4G)	GRAD TOPICS BIOL	FIELD BOTANY	701798	OC  	LL	S      	8:00a - 4:00p	CI	Conover, D.	OC  	LL	TR     	10:00a - 1:30p	CI	07/05/2016 - 08/06/2016
CHEM1041	(4)	GEN CHEM II	701800	WEST	LE	MTWRF  	8:00a - 9:40a	CI	Vonderheide, A.	WEST	RE	TR     	10:00a - 11:30a	CI	07/05/2016 - 08/06/2016
CHEM1041L	(1)	GEN CHEM LAB II	701804	WEST	LB	MWF    	10:00a - 12:50p	CI	Padolik, P.	07/05/2016 - 08/06/2016
CHEM2031	(4)	SURVEY BIOCHEM II	701797	WEST	LE	MTWRF  	8:00a - 9:40a	CI	Bell-Horwath, T.	WEST	RE	TR     	10:00a - 11:30a	CI	07/05/2016 - 08/06/2016
CHEM2041	(4)	ORGANIC CHEMISTRYII	701790	WEST	RE	MTWRF  	8:00a - 9:40a	CI	Smithrud, D.	WEST	RE	TR     	10:00a - 11:30a	CI	07/05/2016 - 08/06/2016
CHEM2041L	(1)	ORGANIC CHEM LAB II	701786	WEST	LB	MWF    	10:00a - 12:50p	CI	Lieberman, D.	07/05/2016 - 08/06/2016
CI6008C	(3*)	EXP LRN ENVIR RCH	702945	OC  	LE	TR     	9:00a - 1:30p	CI	Grasso, S.	07/05/2016 - 08/06/2016
CI6060	(3*)	GIFTED: OVERVIEW	702949	LE	TBA	WB	Fletcher, A.	07/05/2016 - 08/06/2016
CI6061	(3*)	GIFTED: LRN ENVIRON	702950	LE	TBA	WB	Alley, T.	07/05/2016 - 08/06/2016
CI7006	(3G)	GLOBAL ED-IMMIGRANT	701734	LE	TBA	WB	Benedetti, M.	07/05/2016 - 08/06/2016
